"","Id","SalePrice","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MSZoning","LotShape","LandContour","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","GarageType","GarageFinish","GarageCond","PavedDrive","SaleCondition"
"11",11,129500,-0.872263882191367,0.068445424746919,-0.794879113099154,-0.517022653386024,-0.207523362996918,-0.962235988357428,-0.572637289211919,1.01372990428469,-0.980477054846021,-0.0397292922675813,-0.317202798387098,-0.794890864438069,-0.904817217976368,1.10743069712304,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.933809821887902,-0.950900669936958,-0.547035822126973,-1.02650592761034,-0.416174565465597,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","Sawyer","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","Rec","Ex","Y","SBrkr","TA","Typ","Detchd","Unf","TA","Y","Normal"
"12",12,345000,0.0733498308209929,0.140981321239492,2.09739130465727,-0.517022653386024,1.11685259580759,1.02367789466132,1.00689544298921,1.21544089989613,-0.88316269475421,0.267994349259527,0.050113559652465,1.82120445975649,1.53866124573997,1.10743069712304,2.60462942517749,-0.761359798323593,1.38954664442428,-0.211381153187867,2.75760445597221,2.15147916941044,1.07307134289445,1.64974166937376,1.23018665632532,0.420903039038441,-0.387289653068744,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NridgHt","Norm","1Fam","2Story","Hip","CompShg","WdShing","Wd Shng","Stone","Ex","TA","PConc","Ex","TA","No","GLQ","Ex","Y","SBrkr","Ex","Typ","BuiltIn","Fin","TA","Y","Partial"
"13",13,144000,-0.872263882191367,0.245577282480163,-0.794879113099154,0.38161195845159,-0.306851559907256,-1.10754676028563,-0.572637289211919,0.643195575389763,-0.887688944060806,-0.331496893122914,-0.648304867605859,-0.794890864438069,-1.14840385610385,1.10743069712304,-1.02568939177634,-0.761359798323593,-1.06210060736962,-0.211381153187867,-1.54904553486459,-0.950900669936958,-0.66854385950358,-1.02650592761034,-0.565843767446589,0.365054408642677,-0.704241947620518,-0.359201822854257,2.88641502268863,"RL","IR2","Lvl","Gtl","Sawyer","Norm","1Fam","1Story","Hip","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","Detchd","Unf","TA","Y","Normal"
"14",14,279500,-0.872263882191367,0.0135425638658004,0.651256095779058,-0.517022653386024,1.1499619947777,1.07211481863739,1.11735227740887,-0.972684900323611,2.09737247363916,0.995133917016176,0.857174853373195,-0.794890864438069,-0.0408458608679422,-0.819683507644112,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.29666160406547,0.600289249736739,1.11357402201999,1.64974166937376,1.71661156276354,0.524621924059143,-0.206174056182015,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","CollgCr","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","Unf","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Partial"
"15",15,157000,-0.872263882191367,0.0403928680923328,-0.0718115086600481,-0.517022653386024,-0.373070357847482,-1.20442060823776,0.598205155636469,0.634425532102309,-0.106910938673021,0.445790231030745,0.233771738672246,-0.794890864438069,-0.499473827967349,1.10743069712304,-1.02568939177634,1.22716489855019,-1.06210060736962,-0.211381153187867,-0.933809821887902,0.600289249736739,-0.749549217754651,-1.02650592761034,-0.565843767446589,-0.751918199272585,2.51055989711891,2.5204194419456,-0.270115801243134,"RL","IR1","Lvl","Gtl","NAmes","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","Y","Normal"
"16",16,132000,-0.281255311558642,-0.440508103129144,0.651256095779058,2.17888118212682,-1.39946172592098,0.781493274780989,-0.572637289211919,-0.972684900323611,0.599183953155931,-0.513851643657497,-0.79833549272061,-0.794890864438069,-1.25877905150537,-0.819683507644112,-1.02568939177634,-0.761359798323593,-1.06210060736962,-0.211381153187867,-0.933809821887902,-0.950900669936958,0.506033835136954,0.31161787088171,0.481840646420356,-0.368956162273066,0.986170289988946,-0.359201822854257,-0.270115801243134,"RM","Reg","Lvl","Gtl","BrkSide","Norm","1Fam","1.5Unf","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","Unf","Ex","Y","FuseA","TA","Typ","Detchd","Unf","TA","Y","Normal"
"17",17,149000,-0.872263882191367,0.0725531205427691,-0.0718115086600481,1.2802465702892,-0.0419763681463542,-0.720051368477092,0.421474220565014,0.294586354713472,-0.319644656083026,-0.121788930008144,-0.410325255354874,-0.794890864438069,-0.973325959949723,1.10743069712304,-1.02568939177634,-0.761359798323593,-1.06210060736962,-0.211381153187867,-0.933809821887902,0.600289249736739,-0.344522426499295,0.31161787088171,0.0328330404773799,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NAmes","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Ex","Y","SBrkr","TA","Typ","Attchd","Fin","TA","Y","Normal"
"18",18,90000,0.782560115580263,0.0274686544907557,-1.51794671753826,-0.517022653386024,-0.141304565056692,-0.865362140405294,-0.572637289211919,-0.972684900323611,-1.28373575838794,-2.41034104921716,0.345001340050424,-0.794890864438069,-0.417643941721396,-0.819683507644112,0.789470016700575,-0.761359798323593,-1.06210060736962,4.32709654761045,-0.318574108911216,-0.950900669936958,-0.466030463875902,0.31161787088171,0.201210892705996,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","Sawyer","Norm","Duplex","1Story","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","Slab",NA,NA,NA,NA,"TA","Y","SBrkr","TA","Typ","CarPort","Unf","TA","Y","Normal"
"19",19,159000,-0.872263882191367,0.318413742079749,-0.794879113099154,-0.517022653386024,1.08374319683748,0.926804046709191,-0.572637289211919,0.443677090600187,-0.224593420644514,0.128948851976908,-0.125784414620002,-0.794890864438069,-0.763993692808915,1.10743069712304,-1.02568939177634,1.22716489855019,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,1.03256866376892,0.31161787088171,0.481840646420356,-0.751918199272585,0.835240625916672,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","SawyerW","RRAe","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","TA","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","Detchd","Unf","TA","Y","Normal"
"20",20,139000,-0.872263882191367,-0.296237811762701,-0.794879113099154,0.38161195845159,-0.439289155787707,-0.962235988357428,-0.572637289211919,0.132340553895575,-0.0955953154065318,-0.0648030704660865,0.456230941428601,-0.794890864438069,-0.335814055475444,-0.819683507644112,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,-0.830554576005722,-1.02650592761034,-0.837119196037137,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NAmes","Norm","1Fam","1Story","Hip","CompShg","BrkFace","Plywood","None","TA","TA","CBlock","TA","TA","No","LwQ","TA","Y","SBrkr","TA","Min1","Attchd","Unf","TA","Y","Abnorml"
"21",21,325300,0.0733498308209929,0.370511347295409,1.37432370021816,-0.517022653386024,1.11685259580759,1.02367789466132,1.52604256476161,-0.972684900323611,1.33696259013105,0.229243964770928,-0.0119680783260526,1.99530537450149,1.63761831747926,-0.819683507644112,2.60462942517749,1.22716489855019,1.38954664442428,-0.211381153187867,1.52713303001884,0.600289249736739,1.07307134289445,1.64974166937376,1.77741467606832,1.16289198572501,1.62007487909249,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NridgHt","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Av","Unf","Ex","Y","SBrkr","Gd","Typ","BuiltIn","RFn","TA","Y","Partial"
"22",22,139400,-0.281255311558642,-0.307358646722197,0.651256095779058,1.2802465702892,-1.36635232695086,-1.68878984799844,-0.572637289211919,-0.972684900323611,0.157874645762836,-0.958341348085542,-0.141304824114631,-0.794890864438069,-0.775411816471141,-0.819683507644112,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,0.600289249736739,-1.96462959152072,-1.02650592761034,-0.902599471903821,-0.751918199272585,-0.704241947620518,2.99490249125921,-0.270115801243134,"RM","Reg","Bnk","Gtl","IDOTRR","Norm","1Fam","1.5Unf","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","PConc","TA","TA","No","Unf","Ex","Y","FuseF","Gd","Typ","Attchd","Unf","TA","N","Normal"
"23",23,230000,-0.872263882191367,-0.0776282452616046,1.37432370021816,-0.517022653386024,1.01752439889725,0.829930198757056,0.979281234384294,-0.972684900323611,2.73783675052247,1.64021384703226,1.63578206302044,-0.794890864438069,0.531963342853723,-0.819683507644112,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.29666160406547,0.600289249736739,0.951563305517846,0.31161787088171,0.285399818820304,0.6123840575382,1.69553971112863,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","CollgCr","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"24",24,129900,1.49177040033953,-0.630463986761627,-0.794879113099154,1.2802465702892,0.156680025674322,-0.429429824620689,-0.572637289211919,0.8690241900417,-0.831110827728358,-0.0397292922675813,-0.265468100071666,-0.794890864438069,-0.866756805768948,1.10743069712304,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,0.600289249736739,-0.101506351746081,0.31161787088171,0.463131996172732,0.0459193778097454,0.955984357174491,-0.359201822854257,-0.270115801243134,"RM","Reg","Lvl","Gtl","MeadowV","Norm","TwnhsE","1Story","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","No","GLQ","TA","Y","SBrkr","TA","Typ","Attchd","Unf","TA","Y","Normal"
"25",25,154000,-0.872263882191367,-0.227509047958965,-0.794879113099154,2.17888118212682,-0.10819516608658,0.781493274780989,-0.572637289211919,-0.56049286581328,-0.822058329115166,0.00585939536606437,-0.265468100071666,-0.794890864438069,-0.866756805768948,1.10743069712304,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,0.600289249736739,-0.425527784750366,-1.02650592761034,-0.949371097522881,2.48730236368168,0.654125029029944,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","Sawyer","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","None","TA","Gd","CBlock","TA","TA","Mn","Rec","Ex","Y","SBrkr","Gd","Typ","Attchd","Unf","TA","Y","Normal"
"26",26,256300,-0.872263882191367,0.372014162830476,1.37432370021816,-0.517022653386024,1.18307139374782,1.07211481863739,2.96198141221718,-0.972684900323611,2.26031744867661,1.1592531924973,1.13136875444498,-0.794890864438069,0.160874323831382,-0.819683507644112,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.29666160406547,0.600289249736739,1.15407670114552,1.64974166937376,1.95046969085884,-0.751918199272585,0.140964171184214,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NridgHt","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"27",27,134800,-0.872263882191367,-0.332305384604312,-0.794879113099154,1.2802465702892,-0.671054948578496,0.733056350804922,-0.572637289211919,-0.45963736800756,-0.876373320794316,-0.358850105703101,-0.679345686595118,-0.794890864438069,-1.1712401034283,-0.819683507644112,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.933809821887902,-0.950900669936958,1.07307134289445,0.31161787088171,0.481840646420356,1.01928122185019,-0.221267022589243,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NAmes","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","Mn","BLQ","TA","Y","SBrkr","Gd","Typ","Detchd","Unf","TA","Y","Normal"
"28",28,306000,-0.872263882191367,0.0962976059968295,1.37432370021816,-0.517022653386024,1.18307139374782,1.12055174261346,0.531931054984674,1.69779328070609,-0.183857176885151,1.47381513716946,1.40038918568522,-0.794890864438069,0.358788467309964,1.10743069712304,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.29666160406547,0.600289249736739,1.19457938027106,1.64974166937376,1.39856450855393,-0.751918199272585,0.0504063727408497,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NridgHt","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"29",29,207500,-0.872263882191367,0.581506648418832,-0.794879113099154,0.38161195845159,-0.47239855475782,0.587745578876721,-0.572637289211919,1.82715141919603,-0.815268955155272,0.972339573199353,1.13136875444498,-0.794890864438069,0.160874323831382,1.10743069712304,-1.02568939177634,-0.761359798323593,-1.06210060736962,-0.211381153187867,-0.318574108911216,2.15147916941044,-0.871057255131258,-1.02650592761034,-0.720190131989487,1.54585402272453,3.18974338544414,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NAmes","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","Gd","BLQ","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","Y","Normal"
"30",30,68500,-0.635860453938277,-0.420069811852231,-1.51794671753826,0.38161195845159,-1.4656805238612,-1.68878984799844,-0.572637289211919,-0.972684900323611,-0.106910938673021,-1.22503517074237,-1.66230495458831,-0.794890864438069,-1.89438793536928,-0.819683507644112,-1.02568939177634,-0.761359798323593,-2.28792423326657,-0.211381153187867,-1.54904553486459,-0.950900669936958,-2.36965638277608,-1.02650592761034,-1.08968597438006,-0.360977786502243,-0.704241947620518,1.06424732508658,-0.270115801243134,"RM","IR1","Lvl","Gtl","BrkSide","Feedr","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","Unf","Fa","N","SBrkr","Fa","Typ","Detchd","Unf","TA","Y","Normal"
"31",31,40000,0.309753259074083,-0.202061371565162,-1.51794671753826,-1.41565726522364,-1.69744631665199,-1.68878984799844,-0.572637289211919,-0.972684900323611,0.185032141602411,-0.930988135505355,-1.32861615045378,0.735364544110061,-0.377680508903606,-0.819683507644112,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,-2.36965638277608,-1.02650592761034,-1.042914348761,-0.751918199272585,0.110778238369759,2.45497350410924,-0.270115801243134,"C (all)","Reg","Lvl","Gtl","IDOTRR","Feedr","1Fam","2Story","Gambrel","CompShg","BrkFace","BrkFace","None","TA","Fa","BrkTil","TA","TA","No","Unf","TA","N","SBrkr","TA","Typ","Detchd","Unf","Fa","N","Normal"
"32",32,149350,-0.872263882191367,-0.197653112662298,-0.794879113099154,0.38161195845159,-0.174413964026805,1.02367789466132,-0.572637289211919,-0.972684900323611,1.49538131586191,0.388804371488688,0.169103365777957,-0.794890864438069,-0.547049343226623,-0.819683507644112,-1.02568939177634,1.22716489855019,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,-0.506533143001437,-1.02650592761034,-0.944693934960975,-0.751918199272585,0.27680086884926,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","Sawyer","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","Unf","Gd","Y","SBrkr","Gd","Typ","Attchd","Unf","TA","Y","Normal"
"33",33,179900,-0.872263882191367,0.05331708169391,1.37432370021816,-0.517022653386024,1.18307139374782,1.07211481863739,-0.572637289211919,-0.972684900323611,1.5089600637817,0.402480977778782,0.184623775272587,-0.794890864438069,-0.535631219564397,-0.819683507644112,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.29666160406547,-0.950900669936958,1.15407670114552,0.31161787088171,0.0515416907250039,-0.751918199272585,-0.251452955403697,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","CollgCr","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Ex","TA","Av","Unf","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"34",34,165500,-0.872263882191367,0.00352379363201963,-0.794879113099154,-0.517022653386024,-0.406179756817594,-1.25285753221383,-0.572637289211919,1.2592911163334,-0.423748390134731,0.776308216374677,1.39004224602214,-0.794890864438069,0.35117638486848,-0.819683507644112,-1.02568939177634,1.22716489855019,1.38954664442428,-0.211381153187867,-0.318574108911216,0.600289249736739,-0.790051896880187,0.31161787088171,-0.121513324065518,-0.751918199272585,-0.130709224145879,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NAmes","Norm","1Fam","1Story","Hip","CompShg","BrkFace","BrkFace","None","TA","TA","CBlock","TA","TA","No","Rec","Gd","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"35",35,277500,1.49177040033953,-0.320984174240139,2.09739130465727,-0.517022653386024,1.11685259580759,0.975240970685258,0.78598177414989,1.55528007728496,-0.360380899842389,1.14785602058889,1.03048609272989,-0.794890864438069,0.0866565200269135,1.10743069712304,0.789470016700575,-0.761359798323593,-1.06210060736962,-0.211381153187867,-0.318574108911216,0.600289249736739,1.07307134289445,0.31161787088171,0.388297395182236,0.867692082204545,0.00512747351916768,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NridgHt","Norm","TwnhsE","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","Ex","TA","PConc","Ex","TA","No","GLQ","Ex","Y","SBrkr","Ex","Typ","Attchd","Fin","TA","Y","Normal"
